state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
TX,Gaines County,8023.841565,0.184785636,3.605763002,3.46606453,0.051948052,0.155652007,0.328,8.8,0.289,0.238331622,0.208365348,0.194444444,195.6,56.03056213,0.330205343,0.000199491,9.76658E-05,9.76658E-05,58.5,0.787356322,0.32967033,0.948,0.332793522,0.037277326,0.217,3.804685463,0.207057451,12.96693432,100.9546413,84.28583176,7.6,1,0.139471285,0.735579957,0.178,369,53.88318126,,0.111314538,0.10862103,0.091,67,0.106,0.011329251,,7,36.13995196,0.325460134,0.387639439,0.242970243,11457.84,0.000195332,,51910,0.540896359,50.66665456,19.0522686,,11.30663597,20478,0.357017287,0.08960836,0.017140346,0.010645571,0.004932122,0.000585995,0.411612462,0.556450825,0.101436009,0.496386366,0.630434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Galveston County,7660.395893,0.177272616,3.736421654,3.525514678,0.086452573,0.150477238,0.297,6.9,0.239,0.880927126,0.187849424,0.318435754,460.2,32.78850358,0.152181638,0.00071689,0.000428011,0.00095923,68.41,0.828032345,0.596114097,0.919,0.6598778,0.053245011,0.181,5.457572677,0.30634579,7.510280084,261.1008754,62.23301465,10.7,1,0.163190568,0.79960977,0.407,397.1,48.16433288,5.033793298,0.111749928,0.107384472,0.102,340.5,0.174,0.078152058,15.63383286,10,13.74887972,0.346949401,0.180853114,0.085337339,11979.8,0.000774062,0.1265,64155,0.451132916,44.50824953,30.76151025,4.907007577,11.88720505,329431,0.245520306,0.13495087,0.128615704,0.007901503,0.034599051,0.000998692,0.240979143,0.577711266,0.033885271,0.506974146,0.061498272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Garza County,9522.12088,0.199562838,3.62580441,3.335864688,0.103671706,0.158110067,0.276,9,0.264,0.127534437,0.215738508,0,528.4,53.16223648,0.231049972,,0.000155231,,40.53,0.779411765,0.431818182,0.827,0.255432554,0.039114043,0.316,3.895770199,0.367875648,12.47077163,41.21162168,49.96720902,6.9,0,0.052959502,0.763411279,0.197,436.6,,,0.112469443,0.102972458,0.088,698,0.089,0.018259758,,5,,0.319435244,0.274148297,0.136363636,10803.72,0.000310463,,44210,0.695734597,,,,,6442,0.176187519,0.116578702,0.065041912,0.007916796,0.005122633,0.001086619,0.507606333,0.412760012,0.251972231,0.350822726,0.22334004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gillespie County,5927.720423,0.159070735,3.464865718,3.531353674,0.082144895,0.131898636,0.256,7.8,0.257,0.710351492,0.163641561,0.137931035,340.9,33.61173355,0.229645777,0.001232523,0.000678707,0.000754119,22.04,0.864285714,0.688888889,0.975,0.587096774,0.02847636,0.168,4.558707208,0.25837131,16.56203058,62.74263754,76.25628336,7.7,1,0.170202735,0.736552843,0.212,281.8,,,0.105127465,0.107764564,0.13,71.2,0.138,0.055063068,,5,16.81001877,0.292450817,0.254000299,0.169937131,7868.97,0.000452472,,58787,0.49071618,,23.41448413,,18.67500817,26521,0.195241507,0.296406621,0.003431243,0.01187738,0.004524716,0.001206591,0.225858753,0.754609555,0.037673469,0.517514423,0.536538229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Glasscock County,,0.165057205,3.32208764,3.284665537,,0.138902799,0.275,6.9,0.245,0,0.206668295,0.125,,,0.167690957,0,0,,,,,1,0.490740741,0.038410596,0.117,4.660159565,0.039660057,7.604562738,26.23983207,,6.9,0,0.074468085,0.801125704,0.396,,,,0.101182101,0.100359107,0.104,,0.101,0.225421071,,1,,0.308642853,0.182160804,0.144044321,8549.3,0,,71360,0.349358974,,,,,1314,0.254185693,0.137747336,0.015981735,0.00304414,0.000761035,0.00152207,0.370624049,0.605022831,0.114121511,0.447488585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Goliad County,6280.490658,0.184511507,3.651753906,3.567999742,0.066532258,0.143350444,0.294,7.5,0.274,0.59445215,0.170753211,0.129032258,622.6,30.60623896,0.135263247,,0.000399095,0.000266064,71.07,0.858208955,0.488372093,0.99,0.560027285,0.057997011,0.249,4.825,0.418691589,14.60629399,152.0640458,93.55037019,7.9,0,0.097315436,0.754697286,0.519,411.8,,,0.112589072,0.110163933,0.122,109.3,0.133,0.096450198,,6,25.06458952,0.302862766,0.150860065,0.098641465,12346.66,0.000266064,,55264,0.479532164,4.572012113,3.219177818,,34.74728036,7517,0.216176666,0.212052681,0.04150592,0.009844353,0.004523081,0.000266064,0.357722496,0.583477451,0.012380416,0.504589597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gonzales County,8322.85921,0.221429237,3.972954904,3.706141405,0.085851319,0.154411645,0.297,7.5,0.296,0.421770081,0.170914213,0.230769231,405.6,64.29040018,0.246735678,0.000388859,0.000431117,0.000335313,50.81,0.89373297,0.494186047,0.886,0.382880911,0.043017522,0.256,5.40311559,0.354316216,13.12399747,626.3116474,88.00406774,8.4,0,0.180609851,0.739200553,0.259,423.2,54.36998777,,0.125440783,0.116833516,0.119,102.7,0.125,0.111757841,,7,35.21647568,0.327744774,0.299457878,0.138755981,10178.54,0.000526921,,45491,0.745263158,33.27040562,13.01264859,,9.778229749,20876,0.272992911,0.161429393,0.0605959,0.018106917,0.00632305,0.001101744,0.506083541,0.415932171,0.087067048,0.49444338,0.652799515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gray County,9328.988355,0.189233908,3.748675276,3.660643596,0.072916667,0.165997579,0.303,7.3,0.265,0.927446195,0.18990097,0.185185185,329.8,72.22914072,0.218748246,0.000344679,0.000440044,0.000220022,51.29,0.819672131,0.471111111,0.946,0.487364044,0.069970502,0.241,4.536969164,0.316488444,16.80310211,598.2268384,80.86956522,7,0,0.1338489,0.854014599,0.219,517,63.90320794,9.532062392,0.117066961,0.114787474,0.114,116.4,0.158,0.067343171,,7,23.08316177,0.322108863,0.26348808,0.131819667,10716.35,0.000484048,0.1736,47828,0.606082549,60.78091534,37.20969167,,16.52173913,22725,0.255665567,0.152607261,0.048580858,0.016017602,0.006248625,4.40044E-05,0.289020902,0.633839384,0.043372365,0.4689989,0.193876193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Grayson County,8985.993892,0.164954691,3.62252529,3.635355456,0.075371253,0.164199264,0.291,6.6,0.271,0.719152527,0.184741283,0.318965517,329.5,44.53799349,0.201054379,0.000502124,0.000631653,0.00102936,64.43,0.829667759,0.576534053,0.946,0.590213646,0.038466597,0.192,4.585530114,0.364197108,12.0350371,263.7086305,70.15014706,10,1,0.149962563,0.788434311,0.293,428.4,54.63103043,5.690298508,0.111449026,0.114256722,0.108,167.2,0.19,0.078895568,8.747839549,8,19.33273136,0.314154514,0.238163755,0.113923643,13103.89,0.000655047,0.1609,51808,0.542692533,55.49231007,34.80577394,4.630594337,12.71069178,128235,0.238741373,0.172698561,0.0579405,0.018130776,0.013584435,0.000748626,0.130120482,0.761609545,0.026457707,0.510960346,0.431504753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Gregg County,10102.56034,0.181815034,3.778474624,3.848669117,0.079210168,0.162346092,0.349,5.9,0.298,0.847465703,0.190140758,0.31092437,712.6,59.17243829,0.205075141,0.000749347,0.000880844,0.001276819,55.92,0.850662589,0.597834493,0.926,0.548300395,0.060914401,0.25,4.753213497,0.398265109,14.34234699,470.2749713,66.96511815,10,1,0.181608438,0.854208686,0.208,483.1,75.2197828,8.117366697,0.118974711,0.120050591,0.107,455.6,0.213,0.103444032,6.737509332,6,20.66043758,0.333255691,0.246003947,0.116238849,11501.14,0.00106671,0.1332,45594,0.606312292,32.32797526,29.44026941,10.21414892,20.2678929,123745,0.260220615,0.147844357,0.202157663,0.009883228,0.014012687,0.001050548,0.186068124,0.577784961,0.042759081,0.511366116,0.133623593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Grimes County,8912.424402,0.199304271,3.998473284,3.772678247,0.091677793,0.17059186,0.301,5.9,0.308,0.410013532,0.176525648,0.274509804,493.2,41.27712119,0.211726545,0.000218087,0.000180695,0.000108417,58.89,0.845959596,0.527659575,0.895,0.417932902,0.066909091,0.249,5.062039211,0.450547627,7.633032858,415.4222435,73.53103377,9.6,1,0.170555556,0.787194159,0.407,473,53.76121749,,0.124447206,0.118378737,0.121,400.3,0.186,0.162101695,,7,26.91463312,0.322986783,0.243194065,0.142363294,10557.47,0.000397528,0.3099,50891,0.664155959,31.20061581,17.61640225,,13.23558608,27671,0.223049402,0.171876694,0.155686459,0.009576813,0.003866864,0.00101189,0.235914857,0.588341585,0.042814406,0.455025117,0.689031725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Guadalupe County,5738.600765,0.165487411,3.43812773,3.447926589,0.083734203,0.142249369,0.323,7.7,0.252,0.722290224,0.213798321,0.260869565,258.1,29.65346666,0.148224102,0.000323969,0.00031559,0.000283387,46.36,0.820175439,0.537121907,0.947,0.622921139,0.035899077,0.136,3.874553158,0.287460897,6.016568705,188.3688102,49.81080039,9.7,1,0.120263764,0.845903553,0.407,312.9,36.64345914,5.126118796,0.104020571,0.103681172,0.109,116.4,0.115,0.1034485,7.492881762,5,13.44517059,0.309811259,0.17725037,0.086612068,10440.6,0.000231862,0.1347,67683,0.415715195,35.40571934,22.42390515,2.888221831,9.636421874,155265,0.256567803,0.135600425,0.072733713,0.009615818,0.018375036,0.002022349,0.376028081,0.511744437,0.029689883,0.506295688,0.261622559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hale County,7573.543343,0.258320521,4.234468792,3.711714327,0.101220189,0.167074182,0.305,7.4,0.277,0.744327737,0.173729366,0.368421053,486.8,64.80166102,0.229905022,0.000349243,0.000233488,0.001050696,44.16,0.840375587,0.610441767,0.907,0.464334086,0.056953959,0.299,4.336411468,0.369265818,15.71594878,197.3215428,55.27317485,7.7,0,0.154572778,0.8249199,0.172,398.1,41.30524577,6.065400844,0.135489359,0.120474792,0.106,76.8,0.136,0.094293874,9.676514133,5,15.30634851,0.317946884,0.2902391,0.119934339,10198.05,0.000496162,0.2691,40152,0.726894702,36.43052122,21.10382724,,7.977571627,34263,0.277471325,0.130753291,0.049732948,0.016898695,0.006216619,0.001254998,0.590257712,0.342964714,0.063019883,0.4818609,0.230998263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hall County,7877.934843,0.270055972,4.807921341,4.41899608,0.136150235,0.191874431,0.298,6.3,0.292,0.426185506,0.140013501,0.4,254.2,51.51915456,0.298076923,0.000318674,0,,73.41,0.850746269,0.41509434,1,0.449612403,0.070680628,0.421,4.11631769,0.422310757,19.12045889,190.9355844,68.94390473,6.8,1,0.09787234,0.842290749,0.2,472.9,,,0.158718609,0.146589266,0.13,,0.186,0.123016468,,7,,0.331365034,0.347488038,0.190168176,9184.74,0.000318674,,30971,0.7,,,,,3138,0.235181644,0.230720204,0.073932441,0.013702996,0.004142766,0.000637349,0.348948375,0.561504143,0.064081499,0.510197578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hamilton County,12408.98233,0.157595244,3.577396405,3.631920944,0.044871795,0.143363094,0.3,6.8,0.267,0.094751673,0.17345734,0.105263158,219.5,39.80404164,0.243630308,0.000980512,0.00060212,0.000481696,115.98,0.811518325,0.568345324,0.966,0.538910506,0.049289891,0.252,5.704457424,0.297833935,22.06152715,184.5367654,121.1269653,7.8,0,0.136142626,0.76,0.215,573.1,,,0.108837769,0.112296482,0.118,143.8,0.18,0.074511202,,9,39.47278094,0.289373247,0.28142329,0.149886878,10125.09,0.000722543,,45718,0.507633588,,19.15522133,,,8304,0.20977842,0.260476879,0.007586705,0.018906551,0.008188825,0.000722543,0.12560212,0.845857418,0.024328434,0.501806358,0.643771281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hansford County,9482.537456,0.216748234,4.018269434,3.755208072,0.060218978,0.163516905,0.293,5.6,0.287,0.876714769,0.174176197,0.285714286,163.4,46.97072839,0.279235776,0.000178253,0.000180571,0.000361141,46.3,0.710526316,0.4,1,0.43833581,0.031408308,0.202,4.211052322,0.174368454,17.82531194,327.9014308,100.962752,7.1,0,0.155778895,0.822924901,0.19,467.8,,,0.127193486,0.120075345,0.097,,0.107,0.353729985,,7,38.53762557,0.316136084,0.31797967,0.208946439,9702.64,0.000361141,,57832,0.551890034,,12.01464611,,,5538,0.294149513,0.148067895,0.007042254,0.016070784,0.003791983,0,0.465149874,0.515709643,0.141582622,0.492596605,0.403349368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hardeman County,12404.72606,0.194497609,3.982505397,3.814340169,0.078231293,0.169663141,0.301,6.3,0.261,0.342111621,0.169483161,0.111111111,331,44.72477064,0.229765013,0.001041667,0.001024066,0.000768049,86.08,0.714285714,0.509433962,1,0.429218573,0.039203485,0.308,5.007581804,0.233879781,20.83333333,17.1718039,106.2108032,7.2,0,0.093841642,0.752525253,0.157,592.6,,,0.124241602,0.122587559,0.117,,0.176,0.133425749,,6,46.28475807,0.324221958,0.259917921,0.159041394,13205.92,0.000256016,,35521,0.805228758,,,,,3906,0.235791091,0.196108551,0.050435228,0.011776754,0.006144393,0,0.236303123,0.685867896,0.065951322,0.498207885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hardin County,8759.736471,0.134169801,3.277377235,3.483940236,0.084085316,0.15064029,0.305,6.4,0.314,0.547670907,0.202412319,0.2,246.3,46.08294931,0.147642442,0.000250604,0.000284081,0.000301836,58.9,0.874848117,0.622425629,0.948,0.579692614,0.061386935,0.153,4.829750908,0.232549703,12.17220084,154.5401387,80.09625918,9.6,0,0.121234032,0.870241421,0.464,455,36.07178285,4.096681688,0.098981573,0.105823233,0.102,130.4,0.188,0.100237801,13.11022121,9,23.17819396,0.302252395,0.173267624,0.0894777,11544.13,0.000301836,0.141,60692,0.392906,62.86985872,46.88421749,5.408245256,14.72621806,56322,0.246848478,0.162227904,0.053939846,0.005841412,0.006551614,0.000213061,0.055200455,0.869092007,0.008305297,0.505770392,0.515475428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Harris County,6564.949069,0.181779918,3.603607657,3.646364298,0.086948131,0.128551041,0.274,7.2,0.235,0.903707282,0.180940706,0.378159757,582.7,41.26338478,0.211153922,0.000571834,0.000662973,0.001037271,49.77,0.825651991,0.564460703,0.87,0.587742508,0.052780528,0.244,5.049232873,0.362443575,5.383395607,713.7067992,53.21328695,12,1,0.209107387,0.79122993,0.458,331.5,56.21482712,6.069322888,0.114474865,0.111525329,0.094,645.6,0.166,0.063404304,10.1994749,7,10.3768144,0.339241948,0.258189935,0.105390061,11597.01,0.00072158,0.1448,56415,0.649660359,50.24807886,36.72691346,8.55972182,12.54068219,4589928,0.269965455,0.097567544,0.186254991,0.010936337,0.072448413,0.001276055,0.42388922,0.303836139,0.117553758,0.50285255,0.012132803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Harrison County,8737.926439,0.179127861,3.747814363,3.611280392,0.084445928,0.163378247,0.338,6.5,0.327,0.587070135,0.190629427,0.315789474,383.2,44.84506319,0.182710061,0.000299643,0.000210419,0.000240479,52.45,0.864809082,0.589877836,0.929,0.518490181,0.060511687,0.248,4.606265575,0.344393593,12.13555869,343.879293,80.60856481,10.1,1,0.125291994,0.876401622,0.282,445.7,50.32191223,6.414473684,0.115586792,0.114577146,0.126,176.4,0.211,0.044481101,10.4677593,5,23.77489671,0.337828736,0.216281298,0.109401906,11360.29,0.000495987,0.1806,47181,0.567943729,35.57940493,31.42758472,8.139153828,17.9130144,66534,0.255283013,0.158505426,0.207923768,0.011903688,0.007424775,0.001157303,0.12951273,0.638425467,0.024334429,0.511873629,0.560543036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hartley County,4981.274988,0.136450512,3.036392082,3.109081299,0.062801932,0.132045704,0.277,7.5,0.262,0.738370175,0.219014951,0.086956522,,36.66666667,0.205677419,,,0.000174004,,,,0.95,0.367405979,0.021637816,0.111,3.299201162,0.129384256,17.76198934,298.7182272,56.15565025,6.3,0,0.126721763,0.849553362,0.045,244.7,,,0.090753374,0.092306419,0.098,,0.134,0.089402557,,5,,0.30356391,0.229956981,0.163675521,9075.73,,,70121,0.548852109,,,,,5747,0.220810858,0.156081434,0.060205325,0.008526188,0.007656168,0.000174004,0.261005742,0.65634244,0.051114255,0.411867061,0.572583306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Haskell County,9301.517736,0.191363612,3.849959499,3.637560377,0.056213018,0.156839248,0.283,6.8,0.279,0.614849975,0.177129797,0.1875,190.7,39.51081844,0.205698575,0.000522921,0.000352051,0.000528076,77.45,0.894736842,0.525641026,0.941,0.357881137,0.044065105,0.355,4.31358468,0.460390356,22.65992679,128.2694774,75.95898215,7.2,1,0.117647059,0.814882033,0.122,477.3,,,0.119300806,0.115331325,0.109,319.1,0.162,0.114435341,,7,,0.309419019,0.240480274,0.118717504,10953.91,,,34653,0.684375,11.13610799,7.638842281,,,5681,0.194331984,0.215102975,0.038549551,0.013729977,0.007921141,0,0.288505545,0.644428798,0.116440799,0.471747932,0.476182404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hays County,4885.329609,0.174193412,3.534799901,3.725898408,0.074038646,0.150965912,0.258,7.7,0.181,0.881131967,0.22165303,0.330578512,641.5,20.82870884,0.159679741,0.000415941,0.000342349,0.000875434,43.67,0.833826138,0.581925055,0.902,0.684463471,0.0333667,0.134,4.97023708,0.274696567,6.521549356,248.6337594,48.42615012,9.5,1,0.226468085,0.784677217,0.473,264.6,39.15558191,3.422888143,0.111371034,0.112885376,0.086,173,0.139,0.062294639,7.360064632,5,13.27567744,0.298416583,0.185541378,0.095160367,10862.29,0.000484179,0.0855,64864,0.469640148,38.64920077,24.24605575,2.639140696,7.963411353,204470,0.231838412,0.10557539,0.036010173,0.012231623,0.016246882,0.001594366,0.381244192,0.549024307,0.037084098,0.502562723,0.317121452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hemphill County,6077.034884,0.164821524,3.504179529,3.49994698,0.062098501,0.147200219,0.276,8.4,0.27,0.854478592,0.194457887,0.1,143.5,61.96581197,0.217639077,0.000938086,,0.000242189,57.41,0.85,0.575,0.894,0.489795918,0.037789325,0.154,3.537016644,0.328808447,21.10694184,311.7256814,72.07726683,6.9,0,0.081560284,0.791932059,0.145,310.6,,,0.107228475,0.108380217,0.099,,0.121,0.019794099,,8,45.4736253,0.306120585,0.238665526,0.183908046,9046.79,0.000242189,,74856,0.430769231,,,,,4129,0.32259627,0.139258901,0.002179705,0.02010172,0.009203197,0.001210947,0.329619763,0.642770647,0.058808223,0.508597723,0.269503546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Henderson County,10321.58048,0.179272996,3.978474407,3.847400619,0.072468354,0.171664872,0.317,6.1,0.348,0.671560638,0.169924671,0.257142857,290.1,46.1162222,0.210115405,0.000377145,0.000325403,0.000425527,74.52,0.858830846,0.589792061,0.967,0.477960293,0.047132021,0.265,4.457385486,0.313017004,10.93720536,335.9015808,88.77567748,9.7,1,0.157276995,0.800690479,0.393,512.1,63.16665949,6.849315069,0.120720895,0.120788179,0.112,160.6,0.196,0.122973154,17.17378192,8,24.55480868,0.325707001,0.253726987,0.103802387,11898.17,0.000413011,0.2007,43425,0.629120379,50.37522861,37.39368293,3.430451213,19.67188308,79901,0.216392786,0.21635524,0.063591194,0.008923543,0.006508054,0.001076332,0.121688089,0.787537077,0.022211815,0.512484199,0.601105282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hidalgo County,5685.709726,0.288165941,4.413168884,3.887782409,0.080093347,0.151249942,0.335,7.1,0.252,0.624347386,0.144587609,0.276056338,407.3,62.49923568,0.320209479,0.000448769,0.000255341,0.000508329,56.32,0.880067978,0.5786268,0.865,0.470922182,0.078451783,0.432,5.577115853,0.347873849,3.727870223,311.8893488,30.34419678,8.9,1,0.275536966,0.801246825,0.22,285.4,46.02770225,4.823836683,0.151432445,0.133673148,0.103,177.4,0.092,0.21250282,2.93276052,3,10.94721954,0.333101696,0.433950368,0.131773981,11480.69,0.000640118,0.1932,35928,0.846418138,64.12588546,25.38153145,3.410076374,5.041285475,849843,0.332872072,0.109448451,0.004065457,0.005222141,0.010922017,0.000418901,0.918386102,0.065645066,0.206022628,0.511352097,0.05138693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hill County,8463.500314,0.177811554,3.883130805,3.748964918,0.075328265,0.167355879,0.288,7.2,0.302,0.530565134,0.178008701,0.171428571,447.7,41.4953271,0.221175085,0.000372974,0.000313596,0.000456139,56.9,0.822719449,0.535532995,0.958,0.489692778,0.044545685,0.25,4.367078356,0.318126223,12.0499211,210.0108302,86.99733285,9.4,1,0.157513349,0.793263068,0.406,432.8,54.39216753,6.802721088,0.119508384,0.118541015,0.114,127.4,0.186,0.022740304,14.31570911,7,27.7325764,0.305846282,0.258605426,0.136336622,9966.19,0.000256578,0.191,47338,0.645713397,50.09745708,32.2074063,4.486152064,19.45992972,35077,0.235595975,0.204892095,0.062405565,0.009293839,0.005359637,0.001254383,0.202582889,0.712005018,0.039127783,0.502836617,0.762660663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hockley County,9253.790826,0.200584462,3.843779432,3.603619464,0.089578714,0.149590716,0.304,7,0.288,0.671070416,0.183902132,0.296296296,632,49.31506849,0.201227057,0.000469424,0.00047261,0.000515575,68.86,0.847107438,0.423076923,0.923,0.548797737,0.046588869,0.246,4.526218384,0.280980997,14.93620108,417.6261102,75.28638771,7.7,1,0.121921182,0.755920031,0.233,459.2,52.19416228,,0.118883835,0.112657638,0.092,47.3,0.118,0.17432875,,6,20.28098381,0.32432869,0.237819113,0.126323988,11285.49,0.000343716,,46856,0.621405751,38.8604847,14.12670264,,10.2663256,23275,0.262298604,0.140451128,0.036863588,0.013834587,0.005327605,0.000515575,0.471106337,0.47377014,0.046737579,0.503071966,0.398473948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hood County,8156.000569,0.131787356,3.205381655,3.481171636,0.071808511,0.135221196,0.27,6.9,0.297,0.74916963,0.186533555,0.175,211.4,37.09726598,0.195647474,0.000505205,0.000474876,0.000844223,49.21,0.879182156,0.661209068,0.927,0.561072218,0.047350304,0.177,4.581227579,0.218963226,11.00626094,145.0284991,88.14309423,9,1,0.12793177,0.859867143,0.469,380.6,65.76495605,6.578947368,0.097994,0.105033039,0.121,108.4,0.166,0.09788095,13.23698413,7,20.32074695,0.295865412,0.224233383,0.124023924,10380.21,0.000404524,0.2341,57346,0.476367562,68.07772323,29.93291143,,15.12078186,56857,0.210457815,0.243857397,0.007334189,0.009356807,0.007000018,0.000896987,0.123678703,0.844873982,0.022003791,0.51130028,0.328455316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Hopkins County,8368.549429,0.179474261,3.854986256,3.745733382,0.073542875,0.168019001,0.324,6.7,0.308,0.379226984,0.178850125,0.102564103,417.6,47.71446462,0.211170051,0.000276068,0.000247253,0.000549451,49.93,0.679794521,0.571770335,0.926,0.510128694,0.040484891,0.235,4.47243652,0.302955665,10.76663998,148.8233653,70.72135785,9.6,0,0.148735372,0.824102496,0.27,418.7,57.98381975,,0.119315325,0.119769975,0.117,138,0.19,0.069397205,,6,23.18979649,0.319539589,0.252160896,0.121299871,11099.66,0.000741758,0.2068,46582,0.597951915,48.02826305,35.43640559,,11.13722171,36400,0.24978022,0.179340659,0.070824176,0.009752747,0.007554945,0.001016484,0.165164835,0.737142857,0.03643543,0.509945055,0.596257217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Houston County,8950.368892,0.200584042,4.103990033,3.841778369,0.096363636,0.181329496,0.284,4.3,0.287,0.54512894,0.161277394,0.166666667,294.6,43.62496987,0.201888257,0.000175554,0.00026369,0.000175793,58.05,0.821176471,0.501766785,0.957,0.448888058,0.045467681,0.295,5.17720354,0.405276919,12.72767171,163.3308022,78.70435148,9.2,1,0.164981037,0.844303798,0.38,417.5,56.39203744,,0.129518663,0.124854415,0.114,728.5,0.241,0.229070683,,6,30.32778768,0.336600345,0.239693279,0.110529758,10019.84,0.00026369,0.295,34587,0.663479334,41.11442042,38.50452322,6.189344425,16.61536309,22754,0.193680232,0.211435352,0.249406698,0.006768041,0.007031731,8.78966E-05,0.106926255,0.622659752,0.020294947,0.468225367,0.734872746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
