state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
SD,Buffalo County,22352.64,0.214,4.2,4,0.068783069,0.417,0.435,4.6,0.334,,0.275,1,1584.2,97.56097561,0.212777477,0.00049505,0.001482213,0.001482213,,0.9,,,0.397058824,0.126582279,0.475,4.734083821,0.457894737,0,,164.3723033,10.79,,0.272727273,0.720538721,0.243,711.2,,,0.174,,0.242,0.115974652,,,0.31280077,0.085714286,14329.46,0.000494071,0.149,21572,,,2024,0.397727273,0.073616601,0.005434783,0.794466403,0.000494071,0,0.025197629,0.177371542,0.002305476,0.506916996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Butte County,6952.42,0.118,2.9,2.6,0.054910243,0.222,0.281,7.4,0.283,0.597922849,0.092,0.444444444,166.2,35.88011819,0.166368302,0.000293313,0.000484027,,28.51,0.801801802,0.662337662,0.879827586,0.649059982,0.037353652,0.208,4.0881127,0.088683788,14.66562378,159.5207865,81.08696082,10.23,0.050079221,0.166666667,0.71888456,0.263,356.8,,,0.077,,0.117,0.119652523,,24.32150164,0.204191115,0.075984252,5384.12,0.000387222,0.113,41413,0.34127907,,10330,0.243272023,0.176185866,0.007454017,0.019554695,0.00338819,0.000871249,0.034753146,0.915585673,0.001792682,0.497483059,0.481701286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Campbell County,,0.1,2.8,,,0.141,0.334,5.9,0.347,0.223055935,0.214,0.333333333,,,0.137596899,0,0,,,0.866666667,0.681818182,,0.579908676,0.03587963,0.117,4.756932515,0.183544304,35.81661891,0,,9.54,0,0.088709677,0.675362319,0.132,,,,0.108,,0.106,0.284306823,,,0.157232704,0.071713147,8580.3,0,,47579,0.150442478,,1334,0.16041979,0.253373313,0.00149925,0.005247376,0.005247376,0,0.014242879,0.968515742,0,0.476011994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Charles Mix County,6592.48,0.078,2.3,2.1,0.05908684,0.174,0.322,6.3,0.257,0.660313287,0.222,0.5,716.1,72.32832182,0.187338325,0.001085069,0.000432854,,105.17,0.835227273,0.594339623,,0.528767123,0.043149683,0.349,4.559556294,0.448442137,27.12673611,175.3580226,87.64049867,11.56,0.024053164,0.125,0.728054181,0.087,324.2,,,0.11,,0.143,0.168901119,,20.38096731,0.238949391,0.099820467,9337.57,0.000757494,0.083,37996,0.533333333,,9241,0.293907586,0.180499946,0.003679256,0.321177362,0.002597122,0.000108213,0.02326588,0.635645493,0.001191753,0.503841576,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Clark County,4381.18,0.12,,,0.036697248,0.182,0.32,7.3,0.288,0.408561366,0.173,0.5,278.9,12.22493888,0.15978456,,0.000554017,,44.86,0.898305085,0.714285714,,0.535714286,0.039818548,0.213,3.772610164,0.162329616,22.31520223,13.4643867,71.01496777,11.29,0.007717042,0.076363636,0.669134396,0.261,298,,,0.088,,0.113,0.132639169,,,0.191005558,0.085680751,7671.43,0.000277008,,45592,0.354275742,,3610,0.231301939,0.215512465,0.006925208,0.001108033,0.000831025,0,0.023268698,0.961218837,0.011869436,0.493905817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Clay County,6555.06,0.052,2.4,2.3,0.065197429,0.155,0.3,7.2,0.235,0.814844201,0.201,0.5,332.6,9.240082842,0.141184248,0.000636898,0.000574094,0.000287047,58.48,0.769230769,0.6875,0.875,0.77744511,0.037001109,0.194,6.161371734,0.152765584,14.15328002,111.6230466,40.08532448,11.72,0,0.178642715,0.713175007,0.248,368.7,,,0.071,,0.156,0.053795183,,,0.167251755,0.066079295,8795.31,0.000861141,0.093,41970,0.327125506,,13935,0.177753857,0.106494439,0.015787585,0.032221026,0.021026193,0.000645856,0.025547183,0.888266954,0.008668124,0.508073197,0.24321985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Codington County,5493.49,0.108,2.7,2.1,0.053630062,0.186,0.3,8,0.225,0.755022588,0.218,0.166666667,369.5,42.81200632,0.123822572,0.000941824,0.000825764,0.001795139,58.39,0.910216718,0.68115942,0.865643275,0.630885401,0.034340575,0.122,3.832813446,0.292573815,18.47424473,261.7039837,62.29159796,11.74,0.007463018,0.113248798,0.828117543,0.104,275.8,51.87106336,,0.083,,0.111,0.073438029,,9.987121869,0.155160014,0.048488306,7838.83,0.000430833,0.078,49022,0.20927062,,27853,0.24360033,0.153233045,0.007431875,0.022905971,0.007467777,3.59028E-05,0.018274513,0.934872366,0.003016532,0.500305174,0.224629963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Corson County,21782.67,0.208,4.8,4.3,0.061016949,0.321,0.39,0,0.311,0.023950617,0.248,0.272727273,2060.3,90.97525473,0.224944321,,0.000237248,0.000711744,76.04,0.695652174,0.575757576,,0.508161045,0.072976879,0.534,5.564384954,0.435344828,7.358351729,9.787608887,257.6425705,9.65,0.228682171,0.213973799,0.630488815,0.4,792.6,326.9754768,,0.163,,0.21,0.629352896,,84.67998024,0.301827909,0.099787686,7841.39,0.000474496,0.185,31418,0.969887077,,4215,0.338552788,0.10747331,0.001897983,0.648398577,0.003321471,0.000948992,0.03772242,0.307710558,0.001349528,0.487544484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Custer County,6402.7,0.117,3.5,4,0.071563089,0.187,0.251,8.1,0.236,0.794912366,0.154,0.625,299.8,31.38461539,0.148546652,0.000599592,0.000236183,0.000472367,29.55,0.855172414,0.596899225,,0.723360656,0.043197937,0.181,4.540246454,0.214548126,19.18695287,56.08075629,87.7022023,11.27,0.163873131,0.095046854,0.72006561,0.36,276.7,,,0.104,,0.106,0.071608409,,17.52295507,0.170390478,0.078104139,5867.39,0.000354275,0.096,51326,0.406930693,,8468,0.174893718,0.237600378,0.007085498,0.034482759,0.005904582,0.000354275,0.029286727,0.907416155,0,0.499173359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Davison County,5812.7,0.111,2,1.9,0.059864654,0.142,0.33,8,0.25,0.79645201,0.133,0.222222222,364.2,40.47362756,0.12655994,0.000910517,0.00070625,0.001008929,58.05,0.873417722,0.638392857,0.920888889,0.721593383,0.030439973,0.15,4.162924307,0.273582792,16.69280186,216.5197828,60.43905387,11.61,0,0.124012158,0.77192812,0.11,310.2,60.43623977,,0.088,,0.117,0.06235039,,9.532608855,0.155709646,0.055139987,7727.2,0.000504465,0.065,47506,0.232089799,,19823,0.231246532,0.172072845,0.009332594,0.026383494,0.005902235,0.000908036,0.021591081,0.924481663,0.010900965,0.502597992,0.233234208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Day County,5093.38,0.092,,,0.057815846,0.169,0.344,6,0.286,0.334500876,,0.111111111,142.5,30,0.174468085,0.000534474,0.000178699,,68.84,0.873563218,0.793103448,,0.595567867,0.056088037,0.203,5.160008607,0.382113821,24.9420987,,91.69458649,11.17,0.053700787,0.128048781,0.7356365,0.192,273.6,,,0.106,,0.145,0.192713703,,,0.208251474,0.090763052,8559.53,0.000893495,0.06,44188,0.298898072,,5596,0.219799857,0.236776269,0.00393138,0.088813438,0.002859185,0,0.020014296,0.87115797,0.005990266,0.491601144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Deuel County,5855.76,0.134,3,2.4,0.057220708,0.192,0.338,6.4,0.297,0.504812099,0.22,0,182.6,26.61596958,0.144498707,0.000228311,0.000231482,,62.51,0.919354839,0.75,,0.580260304,0.051083591,0.13,3.165839126,0.154375615,22.83105023,30.32830389,82.28195283,12.24,0,0.105555556,0.742356115,0.304,258.9,,,0.087,,0.094,0.266266716,,,0.170888621,0.080691643,9454.21,,0.158,52527,0.245283019,,4320,0.228935185,0.205787037,0.009953704,0.003935185,0.00162037,0,0.030555556,0.946527778,0.012939453,0.482175926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Dewey County,19595.86,0.233,4.9,2.9,0.062874252,0.334,0.402,4.6,0.321,0.238822864,0.201,0.125,2239.1,100.1589825,0.248337029,0.000361141,0.000716076,0.000358038,82.5,0.428571429,0.611111111,0.432840237,0.401587302,0.13323297,0.354,5.633777966,0.573297003,18.05706031,24.77086946,145.7562507,9.72,0.057086614,0.162790698,0.658082192,0.142,811.4,136.6867141,,0.164,,0.211,0.189561274,,45.09762309,0.326966656,0.120365668,9684.72,0.002148228,0.081,34389,,,5586,0.3462227,0.099892589,0.00179019,0.728786251,0.001611171,0,0.028643036,0.223594701,0.001233553,0.510920158,0.640822486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Douglas County,5855.05,0.199,2.7,3.2,,0.126,0.275,5.5,0.301,0.50266489,0.16,0,134.7,17.77777778,0.155125899,0.0003367,0.000330797,,56.12,0.913793103,0.760869565,,0.598076923,0.030871003,0.145,4.170756411,0.147492625,20.2020202,0,66.81365671,11.59,0.416813639,0.101626016,0.72021419,0.123,324.6,,,0.101,,0.1,0.336331055,,,0.18360864,0.088023088,7348.3,0.001653986,0.08,48344,0.217125382,,3023,0.226596097,0.244128349,0.004961958,0.021832617,0.003307972,0,0.017532253,0.949388025,0.00601983,0.49884221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Edmunds County,3451.44,0.083,2.7,1.1,0.033444816,0.131,0.318,7.2,0.267,0.609923852,0.201,0,99.4,11.47028154,0.127110545,0.000496771,,,80.75,0.953846154,0.666666667,,0.652287582,0.032192131,0.155,4.054763986,0.06772009,17.3869846,0,59.28560842,9.56,0,0.108359133,0.6643324,0.258,220.2,,,0.086,,0.1,0.174130719,,,0.153670771,0.068479356,8454.34,0.000989854,,51352,0.234421365,,4041,0.235832715,0.20861173,0.002227172,0.005691661,0.001732245,0,0.019054689,0.962138085,0,0.49294729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Fall River County,6682.52,0.191,4.4,,0.073417722,0.237,0.337,6.7,0.248,0.928249225,0.163,0.461538462,143.5,50.49732211,0.162394835,0.000573806,0.000731101,0.003655505,40.85,0.790697674,0.426086957,0.843434343,0.671316478,0.043777533,0.236,5.968386373,0.361836896,25.8212595,80.63793567,82.54112825,11.96,0.150568637,0.13125,0.766059773,0.195,380.9,,,0.119,,0.134,0.145625303,,,0.190874525,0.069805195,8284.4,0.002485744,0.142,39552,0.399477807,,6839,0.173124726,0.259394648,0.010674075,0.07003948,0.005848808,0.000731101,0.033045767,0.857435298,0,0.489545255,0.499577107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Faulk County,2100.63,,2.2,,,,0.286,4.3,0.301,0.39678511,,,,,0.133259912,0.000420698,0,,172.9,0.914285714,0.791666667,,0.664399093,0.032635983,0.209,3.981344902,0.150659134,16.82793437,13.98405817,,9.8,0.015939597,0.193548387,0.594880847,0.121,211.7,,,0.1,,0.109,0.435448906,,,0.160629921,0.071180556,14191.13,0.001676446,,50092,0.219745223,,2386,0.226739313,0.233445096,0.00293378,0.001257335,0.00293378,0,0.009639564,0.9744342,0.002722323,0.493713328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Grant County,3553.25,0.178,2.7,4.2,0.060176991,0.235,0.341,8.1,0.327,0.629282219,0.229,0.5,165.3,31.64556962,0.132563351,0.00096432,0.000549375,,43.95,0.857142857,0.662650602,0.939095745,0.518518519,0.046584601,0.142,3.72032437,0.193373494,28.92960463,,49.14944161,12.09,0.005865604,0.091194969,0.758135902,0.123,211.9,,,0.096,,0.115,0.056703174,,,0.16056137,0.061320755,7612.07,0.000412031,,51065,0.243478261,,7281,0.225381129,0.197912375,0.004395001,0.008652658,0.004669688,0.000274688,0.03021563,0.944238429,0.011901306,0.488806483,0.553697662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Gregory County,9626.98,0.093,2.5,1.6,0.051118211,0.121,0.319,6.9,0.272,0.436431749,0.238,0.333333333,211,26.96629214,0.182244451,0.000937866,0.000471476,,145.72,0.901408451,0.532467533,,0.663426489,0.036512028,0.255,4.610912866,0.26326743,30.48065651,,103.4515189,11.5,0.059938971,0.108312343,0.664222106,0.141,386,,,0.105,,0.121,0.154699773,,,0.218598502,0.097236438,10965.23,0.001650165,,35589,0.469329529,,4242,0.225836869,0.24115983,0.00330033,0.074728902,0.004479019,0.002357379,0.013672796,0.884959925,0.002252816,0.493163602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Haakon County,,0.128,2.1,,,,0.32,7.8,0.268,0.424883841,0.218,0.2,,28.57142857,0.159468439,0.00051573,0.000527983,,,,,,0.699724518,0.027633852,0.158,4.303329839,0.084566596,36.10108303,,,10.61,0.071035242,0.065333333,0.615135135,0.206,,,,0.093,,0.101,0.110046339,,,0.181478017,0.109649123,9500.46,0,0.054,45456,0.23255814,,1894,0.220168955,0.232840549,0.00686378,0.021647307,0.004751848,0.000527983,0.013199578,0.922386484,0.001089918,0.496832101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hamlin County,4884.14,,2.8,1.6,0.048,0.179,0.298,5.2,0.258,0.302896832,0.171,0,67.6,35.66621804,0.138335046,0.000337952,,,48.82,0.952380952,0.701754386,,0.555197421,0.037239494,0.135,3.784311512,0.14045887,13.51808043,111.5884618,61.2349039,11.83,0.033578792,0.10199005,0.686785714,0.276,242.9,,,0.09,,0.1,0.359486624,,,0.174135723,0.076586433,6608.55,0.000671028,,56860,0.245977012,,5961,0.307498742,0.172118772,0.004529441,0.004864956,0.002180842,0.000167757,0.03170609,0.951350445,0.01232493,0.497232008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hand County,4976.74,0.057,2.3,2.2,0.066666667,0.131,0.287,7.4,0.315,0.489361702,0.173,0.2,,18.03051318,0.134898528,0.000885478,0.000294898,,81.24,0.9,0.717391304,,0.64811784,0.027111575,0.117,3.791643985,0.156944444,23.61275089,48.23461316,,10.41,0.036726128,0.080385852,0.714885954,0.199,205.2,,,0.097,,0.109,0.131199476,,,0.158126722,0.077445652,8190.95,0.001474491,0.046,50737,0.237209302,,3391,0.204364494,0.249483928,0.001179593,0.006192864,0.003538779,0.000294898,0.010911236,0.971099971,0.000921942,0.497493365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hanson County,4489.73,,2.4,3.5,0.078034682,0.177,0.269,8.1,0.244,0.288501951,,0,,,0.128187457,,0,,45.62,0.864197531,0.833333333,,0.641830065,0.039438142,0.137,3.428312897,0.065498155,8.883624519,19.76870614,65.36724507,11.79,0,0.088495575,0.701346389,0.22,300.9,,,0.082,,0.109,0.069662765,,,0.163309744,0.068406841,7160.37,0,,57800,0.173809524,,3405,0.322760646,0.13773862,0.001762115,0.003524229,0.003817915,0.000587372,0.006754772,0.979441997,0.004256713,0.485462555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Harding County,,,1.7,,,,0.308,4.6,0.286,0.198406375,0.298,0.25,,,0.178637201,0,0,,,,,,0.737541528,0.027348395,0.179,4.260475297,0.132653061,30.39513678,26.2605042,,9.91,0,0.126213592,0.381231672,0.216,,,,0.088,,0.111,0.398215734,,,0.204907976,0.101398601,9196.11,0.001584786,,43860,0.161111111,,1262,0.21473851,0.156101426,0.004754358,0.01822504,0.001584786,0,0.025356577,0.936608558,0.002377179,0.464342314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hughes County,5229.7,0.114,2.6,2.2,0.048929664,0.141,0.284,8.2,0.211,0.773293385,0.166,0.5,412.6,32.54274683,0.11788674,0.000802292,0.000571168,0.001542152,32.57,0.867346939,0.73943662,0.825,0.684117517,0.029628901,0.141,4.411900988,0.272477523,33.23782235,318.9145309,59.77426425,10.38,0,0.081690141,0.794089609,0.036,250.9,80.26177687,,0.089,,0.105,0.068704822,,11.78193325,0.141559063,0.0601983,6869.6,0.000856751,0.066,57538,0.226927687,,17508,0.236063514,0.145133653,0.012679918,0.104580763,0.006397076,0.00017135,0.026102353,0.834704135,0.001433022,0.513308202,0.252731759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hutchinson County,6600.48,0.107,1.6,1.5,0.042750929,0.101,0.309,7.4,0.292,0.473648373,0.184,0.25,69.6,12.53731343,0.136820551,0.001113121,0.000419874,0.000139958,51.2,0.867346939,0.6875,,0.620915033,0.032588699,0.183,4.736546507,0.236907731,32.00222624,22.61011124,79.50651131,11.77,0.370607029,0.071307301,0.662793914,0.21,288.6,,,0.096,,0.104,0.145363299,,,0.167703543,0.071022727,7448.14,0.001259622,,44958,0.244883557,,7145,0.234009797,0.24086774,0.006997901,0.012176347,0.002239328,0.000139958,0.018754374,0.953673898,0.006431808,0.50776767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Hyde County,,0.09,2,,,,0.32,6,0.319,0.626056338,,0,,,0.169658887,0,0,,,0.962962963,,0.436479592,0.555555556,0.034246575,0.131,3.667432394,0.155339806,34.7947112,,,10.16,0,0.107438017,0.70941337,0.141,,,,0.103,,0.099,0.29091506,,,0.201765448,0.090361446,7270.18,0.000718907,,47072,0.222222222,,1391,0.210639828,0.238677211,0.003594536,0.094895758,0.003594536,0.000718907,0.010783609,0.874910137,0.008461539,0.488856938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Jackson County,18053.43,0.188,3.2,3.3,0.08266129,0.205,0.326,2.8,0.312,0.147476081,0.173,0.384615385,501.4,91.38655462,0.245703839,,0.000310945,,,0.487179487,,,0.676392573,0.065436242,0.445,3.575698534,0.348108108,6.267627703,,182.731841,11.25,0,0.223958333,0.58184765,0.244,680.7,,,0.114,,0.164,0.462897036,,79.78598583,0.319396051,0.121973929,6864.19,0.000621891,0.146,35387,0.38,,3216,0.333333333,0.133084577,0.00590796,0.514614428,0.000932836,0,0.019900498,0.426927861,0,0.495957711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Jerauld County,6796.99,0.075,2.1,3,0.07027027,0.102,0.278,4.5,0.328,0.498309995,0.141,0.333333333,195.4,,0.14323087,0.00097704,0.001936108,,49.79,1,0.692307692,,0.61025641,0.024246396,0.243,3.728455355,0.48427673,24.42598925,0,117.1303075,11.13,0.115136876,0.063218391,0.653769841,0.143,331.6,,,0.094,,0.103,0.422551451,,,0.170798898,0.076086957,8269.81,0.000484027,,48126,0.315412186,,2066,0.229428848,0.242981607,0.001936108,0.003872217,0.001936108,0.001452081,0.054211036,0.930300097,0.017634855,0.499515973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Jones County,,0.08,2.3,,,,0.305,5.8,0.304,0.013916501,,0.125,,,0.205619413,0,0.001998002,,,0.777777778,,,0.575268817,0.033333333,0.207,4.716021354,0.274590164,9.871668312,,,10.87,0,0.097826087,0.75862069,0.093,,,,0.098,,0.114,0.272727273,,,0.240574506,0.122881356,8736.92,0.000999001,,45095,0.355421687,,1001,0.212787213,0.213786214,0.006993007,0.034965035,0.005994006,0.004995005,0.022977023,0.896103896,0,0.534465535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Kingsbury County,6855.45,,2.5,1.2,0.051522248,0.108,0.321,7.4,0.296,0.603729604,0.132,0.75,306.5,14.46654611,0.137804878,0.000383142,0.000394867,,61.91,0.884615385,0.666666667,,0.69348659,0.031189711,0.14,3.650932947,0.216043756,28.73563218,,85.1557964,11.68,0.106687377,0.047516199,0.737953007,0.31,305.3,,,0.089,,0.099,0.150316164,,33.11258278,0.162909836,0.077298617,8163.25,0.001382034,0.044,50045,0.189849624,,5065,0.221322804,0.216386969,0.004146101,0.006712735,0.004343534,0,0.019743337,0.955182626,0.003116559,0.491806515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Lake County,4441.23,0.144,3,4.4,0.056291391,0.188,0.28,8.3,0.258,0.623839286,0.208,0,169.9,12.86826956,0.109260274,0.000679636,0.000331813,0.000829531,47.74,0.922374429,0.739884393,0.759393939,0.732017544,0.036853933,0.135,4.55119319,0.313513514,16.99090986,65.82278481,45.82224494,12.06,0.333634448,0.084257206,0.738686131,0.187,245.7,,,0.087,,0.117,0.027096436,,,0.130744145,0.051446945,7218.82,0.000248859,0.091,53116,0.195048004,,12055,0.200497719,0.190958109,0.009622563,0.009373704,0.008627126,0.000331813,0.023226877,0.938034011,0.005509136,0.486603069,0.44875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Lawrence County,5369.32,0.101,3,2.5,0.076238175,0.215,0.245,7.9,0.234,0.868697348,0.192,0.461538462,414,19.04186187,0.145192802,0.000942739,0.000642312,0.001204336,42.45,0.861660079,0.643478261,0.753731343,0.654259401,0.038892346,0.189,4.520407087,0.301430143,18.85477723,114.9535396,56.55073765,10.58,0.022960197,0.160522632,0.722792114,0.182,269.1,64.31557509,,0.074,,0.126,0.048680575,7.187307216,13.1767299,0.171583384,0.06251298,6987.09,0.00080289,0.116,42867,0.302745916,,24910,0.186993175,0.175391409,0.012003212,0.022842232,0.007587314,0.000682457,0.033681253,0.908109193,0.006023313,0.503653151,0.368842595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Lincoln County,3450.71,0.082,1.9,1.8,0.059722972,0.106,0.276,9.1,0.216,0.780717409,0.231,0.464285714,173.9,16.32261162,0.072953213,0.001345867,0.000902563,0.00224638,44.39,0.887283237,0.71009772,0.871621622,0.819809315,0.028902372,0.052,3.30336772,0.202273561,12.63044559,216.3021167,38.21729644,12,0.021497206,0.085636198,0.870503037,0.139,179.2,46.24576851,6.8,0.06,,0.086,0.021061435,3.652373711,10.29305319,0.091130134,0.036478931,8232.87,0.000681937,0.055,78567,0.129876626,,49858,0.294376028,0.098419511,0.011733323,0.006398171,0.012074291,0.000300854,0.01789081,0.939247463,0.002617678,0.505154639,0.292651914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Lyman County,10845.85,0.122,2.7,2,0.048498845,0.206,0.347,5.9,0.288,0.206924101,0.2,0.578947368,844.6,73.76185458,0.212054276,0.000263922,0,,65.67,0.810344828,0.678571429,,0.556381661,0.045180723,0.315,4.366866023,0.424434389,7.917656374,,149.3970761,10.87,0.032666956,0.086805556,0.734010759,0.175,493.8,,,0.11,,0.141,0.209700649,,64.73477781,0.266317294,0.107913669,7737.16,0.001027749,0.049,40057,0.344262295,,3892,0.28622816,0.150308325,0.004881809,0.381808839,0.003597122,0.000256937,0.019784173,0.575539568,0.001996008,0.47327852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,McCook County,6838.68,0.085,1.9,,0.061386139,,0.278,6.4,0.287,0.419366323,0.19,0.142857143,160.4,13.49072513,0.118904476,0.000178253,0.000176866,,33.77,0.855421687,0.611940299,,0.687394958,0.035139092,0.117,3.783920961,0.156821378,21.39037433,29.54558884,50.04647172,11.99,0.089505824,0.077625571,0.685353889,0.43,386,,,0.093,,0.098,0.252256294,,,0.144847699,0.064996615,7525.11,0.000530598,,53478,0.185089974,,5654,0.258577998,0.191192076,0.004598514,0.00565971,0.003183587,0.000353732,0.031835868,0.949239477,0.004999039,0.497347011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,McPherson County,6650.49,0.073,3.1,,0.08496732,0.128,0.268,5.9,0.272,0.389182595,0.129,0.333333333,,,0.173020528,0.000820008,0.000407,,53.12,0.947368421,0.690476191,,0.655778895,0.039508341,0.232,5.166835379,0.139484979,36.900369,26.92514809,,9.62,0.32754717,0.101941748,0.588075881,0.227,267.5,,,0.103,,0.123,0.245691173,,,0.207154742,0.094972067,6962.9,0,,38222,0.451351351,,2457,0.216117216,0.288563289,0.003663004,0.002442002,0.004477005,0.000814001,0.011803012,0.97028897,0.000863558,0.50956451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,Marshall County,9814.2,0.152,2.1,2.4,0.066312997,0.23,0.296,6.1,0.319,0.080541237,0.214,1,171.3,28.76984127,0.17481203,0.000428174,0.000209952,,81.38,0.828947368,0.660714286,,0.630530974,0.050961109,0.199,4.731256545,0.227194492,25.69043032,192.6095021,56.15550756,11.08,0.248851775,0.099706745,0.693644262,0.237,398.2,,,0.094,,0.126,0.226926406,,,0.206325855,0.093720712,9010.79,0.000419903,0.082,49254,0.327777778,,4763,0.21960949,0.194625236,0.010497586,0.098047449,0.002939324,0,0.069703968,0.8282595,0.014883721,0.454335503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
