state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
TX,Kinney County,5779.299943,0.310654495,5.086650998,4.665015314,0.073170732,0.201605443,0.225,7.3,0.212,0.699833241,0.169952871,0.125,160.2,45.91104735,0.179650239,,0,,4154,0.33,0.28,0.785255326,0.440528634,0.036310821,0.247,5.276231397,0.319148936,0,26.19858528,70.96844634,6.4,0,0.075,0.829508197,0.056,80.59862365,315.1374333,,,0.166634815,0.155294564,0.095,304.6,0.169,0.022706669,,,0.380387505,0.210033076,0.104138852,0.000272703,,,2.741349358,3.097794555,47076,0.569642857,,,,,,,24.01851982,0.765893792,0.045558087,0.481675393,3667,0.191709845,0.248159258,0.010908099,0.016089446,0.005999455,0.00218162,0.621216253,0.343332424,0.087103119,0.451322607,0.204558088
TX,Kleberg County,10133.94839,0.266000167,4.489864374,4.226880605,0.081231576,0.159286131,0.325,6,0.249,0.506409657,0.170651551,0.08,810.6,33.93501805,0.191710454,0.000417617,0.000619296,0.000488918,6187,0.34,0.38,0.784496305,0.60921659,0.043568465,0.31,6.644498844,0.352313642,7.709852549,499.531689,51.77571527,7.5,1,0.196167883,0.789477668,0.2,74.61150973,524.1718484,49.70837752,,0.141288748,0.135064287,0.074,124.4,0.171,0.166378862,,13.59095748,0.371359098,0.233861616,0.093406593,0.000488918,0.887632275,,2.675696205,3.153175252,47169,0.697914778,34.07734589,19.19614747,4.983351077,10.36474406,7.670476337,26.89655172,151.7037048,0.527704245,0.143151491,0.734367869,30680,0.239211213,0.131877445,0.033050848,0.010104303,0.024022164,0.001857888,0.733735333,0.199771838,0.024298936,0.49178618,0.188702785
TX,Knox County,10758.90519,0.233880248,4.530944632,4.517918738,0.076687117,0.193255388,0.261,5.9,0.208,0.393385319,0.18589188,0.333333333,161.7,23.50176263,0.254526462,,0,,3724,0.3,0.15,0.819432861,0.572591588,0.032548477,0.308,4.502033701,0.194331984,16.42485628,221.3829926,64.19515327,6.4,1,0.101818182,0.81211287,0.159,74.47082628,506.2351211,,,0.141338592,0.149236141,0.081,,0.153,0.210570809,,,0.365709729,0.292227979,0.179979778,0.001637555,,,2.633394378,2.825072241,40808,0.640735502,44.45407889,23.1945928,,,,16.66666667,6.507030477,0.829090909,0.046656299,0.752,3664,0.260644105,0.200873362,0.052401747,0.012008734,0.003275109,0.000272926,0.348253275,0.574781659,0.051133062,0.510917031,1
TX,Lamar County,10617.3325,0.219126314,4.692375036,4.945277337,0.086417066,0.216648833,0.342,6.2,0.407,0.636475007,0.187022597,0.132075472,641.3,43.86930984,0.205832767,0.000502735,0.000561584,0.001042941,5902,0.44,0.49,0.843115224,0.527972626,0.03371861,0.273,5.115222403,0.306506269,14.67985843,386.2448307,78.50083533,8.6,1,0.154571653,0.830134538,0.166,74.82504575,514.112004,63.38340622,7.025246981,0.146784879,0.161551361,0.157,169.9,0.181,0.123322362,12.736804,23.8949314,0.383301162,0.245966309,0.113059151,0.001123167,0.952495922,0.087008821,2.750433851,3.037641211,47061,0.643126177,39.06674697,29.74836332,5.182033315,17.4413208,15.29759868,13.26086957,123.8353249,0.644672359,0.142150343,0.658161977,49859,0.236125875,0.195070098,0.13157103,0.018913336,0.007922341,0.000481357,0.084438116,0.734832227,0.012549951,0.518662629,0.470829233
TX,Lamb County,9180.577624,0.294371343,5.018471516,4.794644792,0.080155642,0.204177962,0.253,7.3,0.266,0.693711097,0.166683519,0.411764706,454.2,48.38221953,0.254751089,0.000303998,0.000155123,0.000232684,3366,0.31,0.35,0.748949454,0.491112574,0.038222557,0.261,4.292497672,0.277959629,18.23985408,341.4730991,74.33139667,6.4,1,0.096033403,0.804895739,0.22,76.18795829,481.0016735,,,0.163055137,0.158773838,0.164,171.3,0.169,0.015645019,,35.3811515,0.379811285,0.309896194,0.146638433,0.000620492,0.934736842,,2.776026402,3.020924473,42719,0.714285714,17.93915521,12.09209087,,,15.16967279,12.14285714,51.10297028,0.714890017,0.074116832,0.67322335,12893,0.27534321,0.173737687,0.034514853,0.017296207,0.00527418,0.000930738,0.56076941,0.388893198,0.063738794,0.503994416,0.576876297
TX,Lampasas County,7182.351928,0.190257983,4.175247325,4.538588178,0.062659847,0.178603886,0.343,7.1,0.227,0.490064542,0.20116505,0.1,309.1,32.18342449,0.187396938,0.000471054,0.000140004,0.000606683,6628,0.39,0.24,0.909863946,0.564118762,0.032783326,0.192,4.047851003,0.233918129,13.18950492,140.6089449,75.21517252,7.4,1,0.132258065,0.801986829,0.356,78.53716307,370.6316334,,,0.127310756,0.142199095,0.139,72.4,0.148,0.086092852,,27.50842446,0.359989803,0.217500405,0.112604358,0.000326675,0.967030075,,2.892413236,3.069741694,58817,0.542243955,45.98935958,26.33164098,,17.96736921,10.47299871,23.15789474,116.1342366,0.77353657,0.123195125,0.767132061,21428,0.216025761,0.201698712,0.035840956,0.012040321,0.014093709,0.005460146,0.194045175,0.72386597,0.008915004,0.508773567,0.682675205
TX,La Salle County,8264.315908,0.295745495,4.50518452,4.134231764,0.103658537,0.163916093,0.236,5,0.228,0.003775777,0.177926155,0.217391304,197.8,58.03571429,0.164880462,,,0.000531915,3249,0.24,0.24,0.635772979,0.168898488,0.024085435,0.274,5.364707533,0.162883845,5.311379631,84.91182234,60.71965997,6.8,0,0.231947484,0.855650155,0.277,78.04986573,406.4631,,,0.145420797,0.132997232,0.056,170.4,0.12,0.389941009,,,0.365422419,0.204194582,0.073089701,0.001329787,0.875,,2.585483732,2.812645732,41683,0.887899035,,,,,,12,62.27867753,0.687086822,0.119157679,0.562802997,7520,0.197074468,0.13537234,0.007180851,0.008510638,0.004388298,0.000265957,0.869946809,0.11143617,0.103905259,0.411569149,0.46354923
TX,Lavaca County,6277.259297,0.196755608,4.133644851,4.49711785,0.066958698,0.190978577,0.404,7.6,0.333,0.622955926,0.201730124,0.307692308,219.3,30.14098201,0.170867067,0.000646445,0.00024809,0.000148854,6390,0.39,0.39,0.856189232,0.510726475,0.02991851,0.145,4.654000327,0.150684932,12.43162606,153.6253054,68.01972572,7.7,1,0.140533507,0.810774859,0.339,79.1626875,322.1241558,,,0.128507964,0.14527351,0.192,149.1,0.145,0.037850202,,32.31064169,0.359663419,0.19726286,0.115994381,0.000645033,0.96457529,,2.990388856,3.287653876,52632,0.418137054,37.32889509,29.49744478,,8.448954178,13.00377109,16.5,11.43084088,0.742524917,0.068668942,0.758113979,20154,0.232559293,0.236925672,0.058052992,0.006896894,0.005358738,0.000893123,0.19599087,0.728391386,0.020139221,0.51061824,0.813165135
TX,Lee County,8060.254716,0.21761251,4.29105127,4.924418449,0.078157711,0.194004602,0.379,7.8,0.266,0.471887792,0.189267704,0.23255814,133.9,36.06146127,0.20610968,0.000291647,0.00029004,0.000638088,4432,0.36,0.47,0.846359558,0.50862735,0.026482213,0.161,4.579349991,0.284365454,11.08259449,252.5027478,92.37713257,7.9,1,0.16748366,0.760439006,0.413,77.75004676,365.3923065,92.86282834,,0.136959198,0.152286699,0.148,137.7,0.141,0.020791346,,33.64482837,0.378851333,0.237668161,0.120861373,0.000348048,0.954694323,,2.62869842,2.782579175,59250,0.600366636,38.78360304,30.49495675,,18.56296725,,,96.71961358,0.805500331,0.131164743,0.774022532,17239,0.217355995,0.186727768,0.102964209,0.011427577,0.005858809,0.002146296,0.244619758,0.628458727,0.032754094,0.496606532,0.697206838
TX,Leon County,8242.428966,0.225231571,4.558086174,4.793670732,0.072186837,0.21741163,0.334,7,0.313,0.193083745,0.188549184,0.156862745,278.4,38.12056738,0.258094357,,0.000172374,0.000172374,5516,0.36,0.43,0.817612165,0.391291893,0.043636364,0.222,5.026031086,0.302283808,16.21308628,110.752484,106.6023962,8.3,1,0.110488391,0.75815832,0.454,77.79016081,406.4001692,,,0.144746359,0.158267187,0.129,207.1,0.171,0.046065351,,45.03565323,0.374223093,0.284448819,0.197916667,0.000344748,,,2.946037656,3.144884234,50522,0.578546493,31.46271709,19.45033582,,23.65400493,18.53954717,14.66666667,59.65174444,0.7737079,0.109776443,0.708055254,17404,0.223511836,0.249023213,0.069122041,0.008618708,0.006722593,0.000229832,0.150367732,0.758216502,0.027197429,0.502757987,1
TX,Liberty County,10281.95193,0.24714364,4.682197744,4.887628969,0.086323714,0.219188979,0.376,6.8,0.305,0.545179329,0.18373231,0.193548387,468.6,45.83643518,0.215960434,0.000231688,0.000260715,0.000192702,5966,0.24,0.37,0.773496241,0.409320906,0.050421437,0.19,4.321480567,0.210049008,8.572454618,409.6518276,92.47827476,9.1,0,0.151491819,0.854079947,0.609,74.05016896,534.7757385,73.92059137,6.894757383,0.149090159,0.160345094,0.187,339.7,0.167,0.076638862,12.78079009,31.67520041,0.38874344,0.264037405,0.117921132,0.000374069,0.916071766,0.118071728,2.613891465,2.881801568,53274,0.707406797,33.78989298,23.56761838,5.743305568,19.07710683,17.87595517,7.303370787,93.5005491,0.755479478,0.096348609,0.791947308,88219,0.270440608,0.129212528,0.09046804,0.012480305,0.006823927,0.001122207,0.285754769,0.600834287,0.042028482,0.506070121,0.632272649
TX,Limestone County,10407.155,0.252685829,4.812018743,4.79361983,0.099547511,0.221764035,0.417,6.6,0.284,0.614180636,0.185265294,0.318181818,267.8,45.65312364,0.218368511,0.000340151,0.000341341,0.000469343,5694,0.38,0.41,0.811431393,0.496819667,0.038752473,0.26,4.542326822,0.261653558,9.779327352,372.7426576,67.36533329,8.3,1,0.15,0.860714286,0.286,75.49692374,470.1689806,75.52870091,,0.153360171,0.159415579,0.132,192.4,0.177,0.084744464,,23.15364883,0.38830011,0.257649988,0.126436782,0.000682681,0.946268657,0.134078212,2.812343258,2.818879013,43644,0.707304527,28.04293872,23.18174338,,12.89327656,12.79088607,18.5,50.35325773,0.74059926,0.109596024,0.637937209,23437,0.220207364,0.199257584,0.167427572,0.012245595,0.008021505,0.000725349,0.225967487,0.5812604,0.043692196,0.48653838,0.536178584
TX,Lipscomb County,6232.278729,0.214482079,4.266243669,4.441638814,0.052631579,0.1837109,0.291,5.7,0.246,0.005148395,0.199143254,0,118.4,35.12880562,0.27849029,,0,,3858,0.33,0.33,0.82147651,0.49556541,0.026060606,0.172,4.140989694,0.211751663,29.80625931,125.3132832,76.3717542,5.8,0,0.105882353,0.870417193,0.219,80.56774027,313.1392943,,,0.132499747,0.142779337,0.081,,0.131,0.281843886,,,0.361926714,0.298339582,0.236523652,0.000618621,,,2.898366538,3.208309644,65388,0.636484687,,14.76298413,,,,,5.72572769,0.738255034,0.081651376,0.827181208,3233,0.253325085,0.190844417,0.009279307,0.021961027,0.007732756,0.001855861,0.344571605,0.607175998,0.053435115,0.488710176,1
TX,Live Oak County,7043.905331,0.242884098,4.470356605,4.529994791,0.075245365,0.198370492,0.235,7.5,0.237,0.337871824,0.193734493,0.193548387,648.9,30.04655099,0.210679048,8.21963E-05,0.00016384,8.19202E-05,3322,0.34,0.32,0.769026753,0.422397476,0.030913012,0.23,4.921578654,0.179233622,11.50747986,320.0787886,80.54971068,7.6,0,0.10320781,0.805959964,0.445,80.14211162,341.3690201,,,0.141523765,0.146189512,0.096,86.3,0.152,0.036743878,,24.76707159,0.373255015,0.234849703,0.151047845,0.000409601,0.925,,3.209421715,3.487726596,54163,0.610427651,,36.34124639,,22.46944555,23.01420305,,86.50624745,0.8195629,0.065344876,0.588752665,12207,0.198328828,0.207503891,0.041287786,0.012042271,0.007536659,0.000983043,0.408126485,0.529368395,0.048087813,0.450724994,1
TX,Llano County,8550.824671,0.187302216,4.11845887,4.534485386,0.083976007,0.185825283,0.255,6.3,0.255,0.795606445,0.202557593,0.346153846,80.2,42.55319149,0.206778923,0.000785365,0.000504703,0.000550585,4227,0.42,0.43,0.858203195,0.48457622,0.034450974,0.207,4.348269581,0.198734177,11.54947796,141.3368806,111.6316347,7.1,1,0.152073733,0.734402138,0.379,79.01010383,410.3766288,,,0.127655032,0.145757933,0.124,134.9,0.166,0.138204985,,20.17208879,0.354171176,0.232211171,0.130571429,0.000275293,0.975,,2.872822955,2.916010966,55617,0.644215938,66.08469918,44.33532145,,24.02312812,20.03644725,17.85714286,0,0.780709841,0.122960653,0.810209726,21795,0.151227346,0.372516632,0.009543473,0.009497591,0.006010553,0.000412939,0.108189952,0.860151411,0.018738258,0.515576967,0.451790063
TX,Loving County,,0.199402643,4.047576006,4.540579066,,0.20329595,0.297,2.6,0.237,0,0.208298884,0.428571429,,,0.161971831,0,0,0,,,,0.802816901,1,0.007380074,0.102,2.636363636,0,0,452.4886878,,6,0,0,0.818181818,0.259,,,,,0.126738422,0.149782585,0.064,,0.188,0.505882352,,,0.364739993,0.176470588,0.133333333,0,,,,,88487,,,,,,,,0,0.633333333,,0.733333333,169,0.289940828,0.136094675,0.035502959,0.00591716,0.01183432,0,0.136094675,0.810650888,0.051948052,0.420118343,1
TX,Lubbock County,8521.627185,0.208938888,4.178062477,4.442608465,0.088247566,0.166787698,0.313,7.1,0.22,0.896535895,0.176793567,0.350710901,831.2,31.58971295,0.156361546,0.000819747,0.000576362,0.001590629,3748,0.37,0.46,0.86177882,0.666409334,0.028165986,0.225,4.97585015,0.306724076,8.783001314,863.4036467,79.69610616,6.9,1,0.188256631,0.800204239,0.106,76.39544981,440.5256806,56.26790342,5.141745414,0.130757054,0.140828575,0.058,200.6,0.153,0.081544731,15.27286434,15.4568739,0.348732984,0.185813395,0.087078799,0.00154877,0.921688514,0.044712659,2.87585481,3.102609076,54733,0.60363304,44.90606206,30.19525674,5.405164492,16.41381632,12.19035834,37.64084507,537.9600614,0.552243409,0.165245673,0.797943395,310569,0.236742882,0.12710863,0.070499631,0.011713983,0.023720977,0.001345917,0.362901642,0.526559315,0.018394984,0.507323654,0.113355402
TX,Lynn County,8162.541497,0.270881488,4.829644659,4.734500744,0.091254753,0.198994394,0.258,6.2,0.183,0.230431107,0.176098756,0.294117647,187.7,45.62178072,0.199792531,0.000510465,0.000168039,,4037,0.31,0.33,0.753611768,0.586619718,0.02954955,0.234,6.150979342,0.251743817,17.01548409,121.4045573,89.27958245,6.2,1,0.114219114,0.80017116,0.284,76.47247851,459.0636986,,,0.154137378,0.155195365,0.151,105.6,0.164,0.15075669,,32.0070908,0.368998913,0.233730523,0.130594727,0.000504117,,,2.98198337,3.134004784,45737,0.547319656,,6.643897485,,,,30,34.08516154,0.682915506,0.105882353,0.71634169,5951,0.272559234,0.163669971,0.019492522,0.018652327,0.003528819,0.000168039,0.467652495,0.499075786,0.022785741,0.487313057,0.567202029
TX,McCulloch County,9599.159152,0.228652929,4.456600272,4.623519445,0.084745763,0.190015402,0.31,6.1,0.231,0.539901002,0.189576568,0.133333333,326.8,35.077951,0.198345767,0.000500814,0.000375752,0.000375752,4374,0.26,0.33,0.768182623,0.521424261,0.051892202,0.264,5.248682048,0.236444941,15.02441467,47.74124247,76.65487995,6.5,1,0.151033386,0.856382979,0.177,75.55080649,540.0241987,,,0.139708385,0.148713383,0.134,118.7,0.161,0.170763975,,31.59557662,0.370957067,0.230786618,0.118790497,0.000375752,0.938636364,,2.845798167,2.922581451,43262,0.632857143,,7.962272851,,27.43009347,,24.28571429,141.3219728,0.722239898,0.102169349,0.76296532,7984,0.221317635,0.224448898,0.019163327,0.011898798,0.008391784,0.000876754,0.330410822,0.625751503,0.019748178,0.496117235,0.353253652
TX,McLennan County,7731.154671,0.219311906,4.509727223,4.766755457,0.084203575,0.189419677,0.342,5.9,0.231,0.658144109,0.186810825,0.211428571,754.2,31.17041302,0.183920156,0.000734465,0.000553341,0.001613262,5194,0.45,0.5,0.849194152,0.60141772,0.033110701,0.226,5.099818244,0.324974876,11.4293794,422.8914221,59.31084776,8.6,1,0.183482598,0.828856091,0.176,77.79578409,402.0505812,52.50206401,6.939567929,0.138884828,0.149010577,0.1,222.7,0.161,0.201736225,10.7542535,13.15323926,0.363244215,0.218289953,0.105519127,0.000837805,0.888863188,0.05162037,2.827305431,2.993791182,51078,0.595577194,40.64127895,33.45159035,4.135516273,14.61335685,12.65828831,24.85596708,427.4368493,0.592322384,0.154791411,0.776822795,256623,0.245153396,0.14701722,0.139328899,0.011448701,0.017531554,0.001207998,0.269835518,0.554276117,0.042076865,0.511887087,0.23351894
TX,McMullen County,,0.196598649,3.812265111,3.959518314,,0.156581945,0.239,4.9,0.264,0.234794908,0.203359758,0,,,0.14084507,0,0,0,,0.33,0.26,0.927419355,0.66509434,0.015834348,0.138,6.39782324,0.227678571,0,123.0769231,,7,0,0.205128205,0.75,0.311,,,,,0.11724646,0.124689601,0.097,,0.133,0.37470673,,,0.355077997,0.14953271,0.109589041,0.001345895,,,,,68349,0.245674741,,,,,,0,0.274315428,0.759259259,0.104417671,0.762962963,743,0.197846568,0.254374159,0.02153432,0.00538358,0.006729475,0,0.421265141,0.538358008,0.029577465,0.472409152,1
TX,Madison County,9137.915961,0.230520239,4.428664066,4.500757639,0.074468085,0.204095892,0.296,6.4,0.277,0,0.200271477,0.114285714,274.2,44.03409091,0.205791426,0.000208016,0.000280034,0.000210025,4761,0.3,0.43,0.808126411,0.389352583,0.04259056,0.222,5.038267352,0.178666667,10.40077659,314.4991244,74.66892082,8.3,0,0.188023952,0.799834915,0.335,75.86691135,455.5546937,90.7141679,,0.141249234,0.148434305,0.141,432.4,0.156,0.149890466,,30.41917625,0.389096671,0.245423426,0.121173469,0.000280034,0.969475138,,2.723203442,2.872321465,46274,0.696859021,51.06726332,31.87852438,,,,,62.18936467,0.741625674,0.117988883,0.691262591,14284,0.212405489,0.15849902,0.192523103,0.011901428,0.007980958,0.000770092,0.241879026,0.540814898,0.04257396,0.424110893,0.674033958
TX,Marion County,11770.74065,0.237589333,4.786397821,5.04510605,0.095087163,0.235347508,0.452,6.7,0.286,0.285416272,0.177903956,0.227272727,367.6,39.43496174,0.192072323,,0.000101482,0.000101482,5663,0.31,0.37,0.851959361,0.437013997,0.04269875,0.329,5.0482592,0.275612472,8.058017728,645.1930654,123.6217175,9,0,0.132435466,0.834054054,0.504,74.453892,588.1041057,,,0.154170249,0.167636982,0.221,277,0.195,0.032057806,,39.69547897,0.396084545,0.219507715,0.109782609,0.000101482,0.975,,2.762383008,2.555886804,37876,0.741691843,36.79517438,36.25348096,,29.13644872,,,25.37321373,0.773064687,0.096090126,0.628632026,9854,0.180840268,0.273695961,0.205297341,0.012786686,0.00933631,0.000304445,0.045362289,0.70955957,0.016081871,0.509234829,1
TX,Martin County,12171.09409,0.226764693,4.222190077,4.370160693,0.07946027,0.176866281,0.31,8.2,0.183,0.38091269,0.192705397,0.146341463,231.1,51.80640764,0.190410418,0.000173822,0.00017328,,4497,0.36,0.32,0.773863294,0.568103448,0.02596054,0.179,4.162707874,0.13960114,13.90578828,185.9888407,77.15508171,6.3,1,0.165137615,0.83198052,0.344,73.49654909,531.7020324,,,0.132698035,0.140442248,0.062,,0.103,0.068763,,,0.357033686,0.219044722,0.141564662,0.00034656,0.940384615,,2.540447914,2.882762585,68745,0.531411678,,2.10478455,,,,,40.54045051,0.738488784,0.069736842,0.629279811,5771,0.313463871,0.114191648,0.01819442,0.016288338,0.005371686,0.000866401,0.476347254,0.488303587,0.028714589,0.498180558,1
TX,Mason County,5397.991673,0.204304301,4.194721897,4.503510868,0.051383399,0.184245992,0.248,7.6,0.259,0.699152542,0.194348778,0.285714286,142.1,17.48251748,0.275580255,,0.000233973,0.000467946,1999,0.44,0.41,0.877052043,0.724186704,0.032167043,0.204,4.596009728,0.274096386,21.02803738,73.07270734,86.04617812,6.5,1,0.135802469,0.724049332,0.2,81.18290281,266.9035266,,,0.130634772,0.143882254,0.089,,0.152,0.028442556,,,0.352963638,0.294848206,0.230107527,0.000701919,,,3.265273343,3.610647061,54914,0.46993007,,42.7173913,,,,,0,0.706367925,0.162601626,0.732311321,4274,0.201918577,0.292466074,0.004211512,0.007487132,0.00327562,0.002807674,0.254328498,0.727421619,0.042411855,0.48853533,1
